Identification Level,External Identifier,Compound,sFEnD3_mean,sMEnD3_mean,Fold_Change,P_Value,FDR_P_Value
Tier 2,C21640,6-(1'-Hydroxy-2'-oxopropyl)-tetrahydropterin,2.074666666666667,0.14836666666666667,13.983374522579197,0.023597788926077626,0.3246207616174663
Tier 1,C00860,Histidinol,1.3286666666666667,0.12766666666666668,10.407310704960835,0.007672347398672843,0.28116156071483694
Tier 2,,5-Methyltetrahydrofolic acid,1.3546666666666667,0.16813333333333333,8.057097541633624,0.04855559774161146,0.3423735229354279
Tier 2,C16673,Isomer 1 of Isoglutamine,1.7626666666666668,0.2743333333333333,6.425273390036453,0.0212597060476901,0.3246207616174663
Tier 2,C05840,Iminoaspartic acid,0.41100000000000003,0.09113333333333333,4.509875640087784,0.04701847978399256,0.3423735229354279
Tier 1,,"2,6-Dihydroxybenzoic acid",1.704,0.38949999999999996,4.374839537869064,0.016672824195847008,0.3246207616174663
Tier 2,C08731,Xenognosin A,2.1956666666666664,0.5402666666666667,4.0640424481737405,0.04855856397513745,0.3423735229354279
Tier 2,C14100,4-Formylsalicylic acid,3.4629999999999996,0.919,3.76822633297062,0.021325644808409212,0.3246207616174663
Tier 2,C04020,D-Lysopine,4.082333333333334,1.1131,3.667535112149253,0.026608259148972645,0.3246207616174663
Tier 2,,N2-Hydroxy-L-Tryptophan,2.6566666666666667,0.8301333333333333,3.2002891101831032,0.01545226048063172,0.3246207616174663
Tier 2,C05554,Aerobactin,4.445333333333333,1.4093,3.1542846330329475,0.0032085122221486395,0.21513511736819113
Tier 1,HMDB0028964,Lysyl-Valine,1.7166666666666668,0.572,3.0011655011655014,0.027961806876650383,0.3247747710940312
Tier 2,C05647,Formyl-5-hydroxykynurenamine,2.59,0.8773333333333332,2.9521276595744683,0.012439163006777785,0.314670991039311
Tier 2,,3-Oxoalanine,0.731,0.25166666666666665,2.9046357615894043,0.03320531858566403,0.3247747710940312
Tier 1,C00835,Sepiapterin,4.711333333333333,1.6420000000000001,2.869265123832724,0.032835201542202465,0.3247747710940312
Tier 2,,Arginyl-Histidine,0.8833333333333333,0.31,2.849462365591398,0.03774312676326987,0.32890439036563746
Tier 2,C02700,N-formylkynurenine,3.8203333333333327,1.3543333333333336,2.8208220526704397,0.036248185822268124,0.32567168502332366
Tier 2,C01726,D-Lombricine,2.6483333333333334,1.0385333333333333,2.5500706124021058,0.02205610932402611,0.3246207616174663
Tier 1,C00062,Arginine,1.0650000000000002,0.447,2.3825503355704702,0.03017817777529575,0.3247747710940312
Tier 2,,beta-Alanyl-Lysine,2.2273333333333336,0.9440000000000001,2.3594632768361583,0.04032678251276083,0.34069831396603933
Tier 2,C05519,L-Allothreonine,1.103,0.4745,2.3245521601685986,0.026116849639056774,0.3246207616174663
Tier 1,C03401,"2,3-Diaminoproprionic acid",0.836,0.36766666666666664,2.273798730734361,0.034641358866257674,0.32567168502332366
Tier 1,HMDB0029115,Tyrosyl-Threonine,3.228,1.4516666666666664,2.2236509758897824,0.018959365400179704,0.3246207616174663
Tier 2,,"9-cis,11-trans-Octadecadienoic acid",0.941,0.4243333333333334,2.217596229379418,0.002368981294987737,0.21154203243831948
Tier 2,,"3,4-Dihydroxyphenylethyleneglycol",1.851,0.8463333333333334,2.187081528160693,0.02574683365636588,0.3246207616174663
Tier 1,C03283,"2,4-Diaminobutanoic acid",1.6736666666666666,0.771,2.170773886727194,0.040039068911554426,0.34069831396603933
Tier 1,C06427,alpha-Linolenic acid,1.8896666666666666,0.904,2.090339233038348,0.013040810655145169,0.314670991039311
Tier 1,C00152,Asparagine,1.0293333333333334,0.49466666666666664,2.0808625336927227,0.03532961145957691,0.32567168502332366
Tier 1,C00242,Guanine,1.1396666666666668,0.5566666666666666,2.0473053892215574,0.03324302646691322,0.3247747710940312
Tier 1,HMDB0028802,Glutaminyl-lysine,1.95,0.9836666666666667,1.9823788546255505,0.01981544082282521,0.3246207616174663
Tier 1,HMDB0029064,Threoninyl-Isoleucine,1.7613333333333336,0.9063333333333333,1.9433615299742557,0.04411640814290745,0.3423735229354279
Tier 2,,"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid",1.3436666666666666,0.702,1.9140550807217473,0.016708935022719026,0.3246207616174663
Tier 2,,"2-Ethyl-3,4-dihydroxyfuran",0.9416666666666668,0.49466666666666664,1.9036388140161729,0.03023681771442129,0.3247747710940312
Tier 2,,2-Phenylglycine,1.0933333333333333,0.5883333333333333,1.8583569405099152,0.0014007833625781056,0.21154203243831948
Tier 1,C00213,N-Methyl-Glycine,2.0036666666666667,1.0783333333333334,1.8581143740340031,0.047399678194037134,0.3423735229354279
Tier 2,,Arginyl-Glutamine,1.611,0.868,1.8559907834101383,0.041915104078760076,0.3423735229354279
Tier 2,C00606,Isomer 1 of 3-Sulfino-L-alanine,1.1103333333333334,0.613,1.8113104948341492,0.0031995211478951764,0.21513511736819113
Tier 2,C00249,Hexadecanoic acid,1.1756666666666666,0.6491333333333333,1.8111327924412035,0.024525345276403276,0.3246207616174663
Tier 2,,"3-(3,4-Dihydroxyphenyl)lactic acid",1.11,0.6165666666666666,1.8002919392333896,0.0033411838762963247,0.21513511736819113
